"year","production_area","country","iso","general_name","species","common_name","sci_name","quantity","aquaculture","log10_aqua","post"
1950,37,"Algeria","DZA","Lobster","NEP","norway lobster","Nephrops norvegicus",200,0,0,0
1950,81,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",200,0,0,0
1950,57,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",1800,0,0,0
1950,57,"Australia","AUS","Lobster","LOA","australian spiny lobster","Panulirus cygnus",6000,0,0,0
1950,27,"Belgium","BEL","Lobster","NEP","norway lobster","Nephrops norvegicus",800,0,0,0
1950,31,"Belize","BLZ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1950,31,"Bermuda","BMU","Lobster","SLC","caribbean spiny lobster","Panulirus argus",150,0,0,0
1950,41,"Brazil","BRA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",500,0,0,0
1950,67,"Canada","CAN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",6000,0,0,0
1950,67,"Canada","CAN","Salmon","CHU","chum salmon","Oncorhynchus keta",36000,0,0,0
1950,67,"Canada","CAN","Salmon","COH","coho salmon","Oncorhynchus kisutch",9900,0,0,0
1950,21,"Canada","CAN","Lobster","LBA","american lobster","Homarus americanus",22600,0,0,0
1950,67,"Canada","CAN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",18300,0,0,0
1950,21,"Canada","CAN","Salmon","SAL","atlantic salmon","Salmo salar",2700,0,0,0
1950,67,"Canada","CAN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",13300,0,0,0
1950,87,"Chile","CHL","Lobster","LOQ","craylets, squat lobsters","Galatheidae",200,0,0,0
1950,31,"Colombia","COL","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1950,31,"Cuba","CUB","Lobster","SLC","caribbean spiny lobster","Panulirus argus",1000,0,0,0
1950,27,"Denmark","DNK","Lobster","LBE","european lobster","Homarus gammarus",200,0,0,0
1950,27,"Denmark","DNK","Lobster","NEP","norway lobster","Nephrops norvegicus",600,0,0,0
1950,27,"Denmark","DNK","Salmon","SAL","atlantic salmon","Salmo salar",1400,0,0,0
1950,27,"Finland","FIN","Salmon","SAL","atlantic salmon","Salmo salar",400,0,0,0
1950,34,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",400,0,0,0
1950,27,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",1100,0,0,0
1950,27,"France","FRA","Lobster","LBE","european lobster","Homarus gammarus",400,0,0,0
1950,27,"France","FRA","Lobster","NEP","norway lobster","Nephrops norvegicus",3700,0,0,0
1950,51,"French Southern Territories","ATF","Lobster","JSP","st.paul rock lobster","Jasus paulensis",200,0,0,0
1950,27,"Germany","DEU","Salmon","SAL","atlantic salmon","Salmo salar",200,0,0,0
1950,71,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",100,0,0,0
1950,27,"Ireland","IRL","Lobster","LBE","european lobster","Homarus gammarus",100,0,0,0
1950,27,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",1000,0,0,0
1950,37,"Italy","ITA","Lobster","NEP","norway lobster","Nephrops norvegicus",1000,0,0,0
1950,37,"Italy","ITA","Lobster","SLO","common spiny lobster","Palinurus elephas",300,0,0,0
1950,4,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",1000,0,0,0
1950,61,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",7000,0,0,0
1950,61,"Japan","JPN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",1000,0,0,0
1950,4,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",200,0,0,0
1950,61,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",6800,0,0,0
1950,31,"Martinique","MTQ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1950,81,"New Zealand","NZL","Lobster","LOR","red rock lobster","Jasus edwardsii",2700,0,0,0
1950,27,"Norway","NOR","Lobster","LBE","european lobster","Homarus gammarus",1000,0,0,0
1950,27,"Norway","NOR","Salmon","SAL","atlantic salmon","Salmo salar",700,0,0,0
1950,27,"Portugal","PRT","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",200,0,0,0
1950,27,"Portugal","PRT","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1950,47,"South Africa","ZAF","Lobster","LBC","cape rock lobster","Jasus lalandii",19200,0,0,0
1950,27,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",100,0,0,0
1950,34,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",200,0,0,0
1950,37,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",800,0,0,0
1950,27,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",1300,0,0,0
1950,47,"St. Helena","SHN","Lobster","LBT","tristan da cunha rock lobster","Jasus tristani",400,0,0,0
1950,27,"Sweden","SWE","Lobster","LBE","european lobster","Homarus gammarus",200,0,0,0
1950,27,"Sweden","SWE","Lobster","NEP","norway lobster","Nephrops norvegicus",600,0,0,0
1950,27,"Sweden","SWE","Salmon","SAL","atlantic salmon","Salmo salar",1400,0,0,0
1950,31,"Turks & Caicos Islands","TCA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1950,27,"United Kingdom","GBR","Lobster","LBE","european lobster","Homarus gammarus",1100,0,0,0
1950,27,"United Kingdom","GBR","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1950,27,"United Kingdom","GBR","Salmon","SAL","atlantic salmon","Salmo salar",1500,0,0,0
1950,77,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",4816,0,0,0
1950,67,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",11784,0,0,0
1950,67,"United States","USA","Salmon","CHU","chum salmon","Oncorhynchus keta",33800,0,0,0
1950,77,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",683,0,0,0
1950,67,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",17617,0,0,0
1950,21,"United States","USA","Lobster","LBA","american lobster","Homarus americanus",10522,0,0,0
1950,67,"United States","USA","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",38900,0,0,0
1950,31,"United States","USA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",707,0,0,0
1950,77,"United States","USA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",423,0,0,0
1950,67,"United States","USA","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",41500,0,0,0
1950,31,"Venezuela","VEN","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1950,51,"Yemen","YEM","Lobster","LOK","scalloped spiny lobster","Panulirus homarus",300,0,0,0
1950,61,NA,"SUN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",600,0,0,0
1950,61,NA,"SUN","Salmon","CHU","chum salmon","Oncorhynchus keta",61500,0,0,0
1950,61,NA,"SUN","Salmon","COH","coho salmon","Oncorhynchus kisutch",2300,0,0,0
1950,37,NA,"YUG","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1950,61,NA,"SUN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",36400,0,0,0
1950,27,NA,"SUN","Salmon","SAL","atlantic salmon","Salmo salar",1500,0,0,0
1950,61,NA,"SUN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",9300,0,0,0
1951,37,"Algeria","DZA","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1951,81,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",400,0,0,0
1951,57,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",2000,0,0,0
1951,57,"Australia","AUS","Lobster","LOA","australian spiny lobster","Panulirus cygnus",6000,0,0,0
1951,27,"Belgium","BEL","Lobster","NEP","norway lobster","Nephrops norvegicus",1300,0,0,0
1951,31,"Belize","BLZ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1951,31,"Bermuda","BMU","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1951,41,"Brazil","BRA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",600,0,0,0
1951,67,"Canada","CAN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",5200,0,0,0
1951,67,"Canada","CAN","Salmon","CHU","chum salmon","Oncorhynchus keta",28800,0,0,0
1951,67,"Canada","CAN","Salmon","COH","coho salmon","Oncorhynchus kisutch",14600,0,0,0
1951,21,"Canada","CAN","Lobster","LBA","american lobster","Homarus americanus",22700,0,0,0
1951,67,"Canada","CAN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",27200,0,0,0
1951,21,"Canada","CAN","Salmon","SAL","atlantic salmon","Salmo salar",2300,0,0,0
1951,67,"Canada","CAN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",13500,0,0,0
1951,87,"Chile","CHL","Lobster","LOQ","craylets, squat lobsters","Galatheidae",200,0,0,0
1951,31,"Colombia","COL","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1951,31,"Cuba","CUB","Lobster","SLC","caribbean spiny lobster","Panulirus argus",1000,0,0,0
1951,27,"Denmark","DNK","Lobster","LBE","european lobster","Homarus gammarus",200,0,0,0
1951,27,"Denmark","DNK","Lobster","NEP","norway lobster","Nephrops norvegicus",600,0,0,0
1951,27,"Denmark","DNK","Salmon","SAL","atlantic salmon","Salmo salar",1100,0,0,0
1951,27,"Finland","FIN","Salmon","SAL","atlantic salmon","Salmo salar",400,0,0,0
1951,34,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",500,0,0,0
1951,27,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",1000,0,0,0
1951,27,"France","FRA","Lobster","LBE","european lobster","Homarus gammarus",400,0,0,0
1951,27,"France","FRA","Lobster","NEP","norway lobster","Nephrops norvegicus",3600,0,0,0
1951,51,"French Southern Territories","ATF","Lobster","JSP","st.paul rock lobster","Jasus paulensis",200,0,0,0
1951,27,"Germany","DEU","Salmon","SAL","atlantic salmon","Salmo salar",200,0,0,0
1951,57,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",100,0,0,0
1951,71,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",500,0,0,0
1951,27,"Ireland","IRL","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",100,0,0,0
1951,27,"Ireland","IRL","Lobster","LBE","european lobster","Homarus gammarus",100,0,0,0
1951,27,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",1200,0,0,0
1951,37,"Italy","ITA","Lobster","NEP","norway lobster","Nephrops norvegicus",1000,0,0,0
1951,37,"Italy","ITA","Lobster","SLO","common spiny lobster","Palinurus elephas",300,0,0,0
1951,4,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",1000,0,0,0
1951,61,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",13100,0,0,0
1951,61,"Japan","JPN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",1000,0,0,0
1951,4,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",200,0,0,0
1951,61,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",9800,0,0,0
1951,31,"Martinique","MTQ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1951,81,"New Zealand","NZL","Lobster","LOR","red rock lobster","Jasus edwardsii",2900,0,0,0
1951,27,"Norway","NOR","Lobster","LBE","european lobster","Homarus gammarus",900,0,0,0
1951,27,"Norway","NOR","Salmon","SAL","atlantic salmon","Salmo salar",900,0,0,0
1951,27,"Portugal","PRT","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",100,0,0,0
1951,27,"Portugal","PRT","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1951,47,"South Africa","ZAF","Lobster","LBC","cape rock lobster","Jasus lalandii",20900,0,0,0
1951,27,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",100,0,0,0
1951,34,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",200,0,0,0
1951,37,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",700,0,0,0
1951,27,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",1300,0,0,0
1951,37,"Spain","ESP","Lobster","SLO","common spiny lobster","Palinurus elephas",100,0,0,0
1951,47,"St. Helena","SHN","Lobster","LBT","tristan da cunha rock lobster","Jasus tristani",400,0,0,0
1951,27,"Sweden","SWE","Lobster","LBE","european lobster","Homarus gammarus",300,0,0,0
1951,27,"Sweden","SWE","Lobster","NEP","norway lobster","Nephrops norvegicus",600,0,0,0
1951,27,"Sweden","SWE","Salmon","SAL","atlantic salmon","Salmo salar",1100,0,0,0
1951,31,"Turks & Caicos Islands","TCA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1951,27,"United Kingdom","GBR","Lobster","LBE","european lobster","Homarus gammarus",900,0,0,0
1951,27,"United Kingdom","GBR","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1951,27,"United Kingdom","GBR","Salmon","SAL","atlantic salmon","Salmo salar",1600,0,0,0
1951,77,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",5144,0,0,0
1951,67,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",14456,0,0,0
1951,67,"United States","USA","Salmon","CHU","chum salmon","Oncorhynchus keta",29600,0,0,0
1951,77,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",881,0,0,0
1951,67,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",22719,0,0,0
1951,21,"United States","USA","Lobster","LBA","american lobster","Homarus americanus",11769,0,0,0
1951,67,"United States","USA","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",67000,0,0,0
1951,21,"United States","USA","Salmon","SAL","atlantic salmon","Salmo salar",1,0,0,0
1951,31,"United States","USA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",1405,0,0,0
1951,77,"United States","USA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",374,0,0,0
1951,67,"United States","USA","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",30000,0,0,0
1951,51,"Yemen","YEM","Lobster","LOK","scalloped spiny lobster","Panulirus homarus",300,0,0,0
1951,61,NA,"SUN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",700,0,0,0
1951,61,NA,"SUN","Salmon","CHU","chum salmon","Oncorhynchus keta",83400,0,0,0
1951,61,NA,"SUN","Salmon","COH","coho salmon","Oncorhynchus kisutch",2700,0,0,0
1951,37,NA,"YUG","Lobster","NEP","norway lobster","Nephrops norvegicus",200,0,0,0
1951,61,NA,"SUN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",154800,0,0,0
1951,27,NA,"SUN","Salmon","SAL","atlantic salmon","Salmo salar",900,0,0,0
1951,61,NA,"SUN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",7700,0,0,0
1952,37,"Algeria","DZA","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1952,81,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",500,0,0,0
1952,57,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",2500,0,0,0
1952,57,"Australia","AUS","Lobster","LOA","australian spiny lobster","Panulirus cygnus",6600,0,0,0
1952,27,"Belgium","BEL","Lobster","NEP","norway lobster","Nephrops norvegicus",1500,0,0,0
1952,31,"Belize","BLZ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1952,31,"Bermuda","BMU","Lobster","SLC","caribbean spiny lobster","Panulirus argus",150,0,0,0
1952,41,"Brazil","BRA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",500,0,0,0
1952,67,"Canada","CAN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",5700,0,0,0
1952,67,"Canada","CAN","Salmon","CHU","chum salmon","Oncorhynchus keta",14500,0,0,0
1952,67,"Canada","CAN","Salmon","COH","coho salmon","Oncorhynchus kisutch",8900,0,0,0
1952,21,"Canada","CAN","Lobster","LBA","american lobster","Homarus americanus",21700,0,0,0
1952,67,"Canada","CAN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",23200,0,0,0
1952,21,"Canada","CAN","Salmon","SAL","atlantic salmon","Salmo salar",2300,0,0,0
1952,67,"Canada","CAN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",14000,0,0,0
1952,87,"Chile","CHL","Lobster","LOQ","craylets, squat lobsters","Galatheidae",100,0,0,0
1952,31,"Colombia","COL","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1952,31,"Cuba","CUB","Lobster","SLC","caribbean spiny lobster","Panulirus argus",1000,0,0,0
1952,27,"Denmark","DNK","Lobster","LBE","european lobster","Homarus gammarus",200,0,0,0
1952,27,"Denmark","DNK","Lobster","NEP","norway lobster","Nephrops norvegicus",400,0,0,0
1952,27,"Denmark","DNK","Salmon","SAL","atlantic salmon","Salmo salar",1300,0,0,0
1952,27,"Finland","FIN","Salmon","SAL","atlantic salmon","Salmo salar",400,0,0,0
1952,34,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",400,0,0,0
1952,27,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",1000,0,0,0
1952,27,"France","FRA","Lobster","LBE","european lobster","Homarus gammarus",500,0,0,0
1952,27,"France","FRA","Lobster","NEP","norway lobster","Nephrops norvegicus",4500,0,0,0
1952,51,"French Southern Territories","ATF","Lobster","JSP","st.paul rock lobster","Jasus paulensis",200,0,0,0
1952,27,"Germany","DEU","Lobster","NEP","norway lobster","Nephrops norvegicus",700,0,0,0
1952,27,"Germany","DEU","Salmon","SAL","atlantic salmon","Salmo salar",200,0,0,0
1952,57,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",100,0,0,0
1952,71,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",600,0,0,0
1952,27,"Ireland","IRL","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",100,0,0,0
1952,27,"Ireland","IRL","Lobster","LBE","european lobster","Homarus gammarus",100,0,0,0
1952,27,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",900,0,0,0
1952,37,"Italy","ITA","Lobster","NEP","norway lobster","Nephrops norvegicus",1000,0,0,0
1952,37,"Italy","ITA","Lobster","SLO","common spiny lobster","Palinurus elephas",400,0,0,0
1952,4,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",1000,0,0,0
1952,61,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",19000,0,0,0
1952,61,"Japan","JPN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",1500,0,0,0
1952,4,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",300,0,0,0
1952,61,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",15200,0,0,0
1952,31,"Martinique","MTQ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1952,81,"New Zealand","NZL","Lobster","LOR","red rock lobster","Jasus edwardsii",3400,0,0,0
1952,27,"Norway","NOR","Lobster","LBE","european lobster","Homarus gammarus",700,0,0,0
1952,27,"Norway","NOR","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1952,27,"Norway","NOR","Salmon","SAL","atlantic salmon","Salmo salar",1000,0,0,0
1952,27,"Portugal","PRT","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",200,0,0,0
1952,27,"Portugal","PRT","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1952,47,"South Africa","ZAF","Lobster","LBC","cape rock lobster","Jasus lalandii",26700,0,0,0
1952,27,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",100,0,0,0
1952,34,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",200,0,0,0
1952,37,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",800,0,0,0
1952,27,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",1800,0,0,0
1952,37,"Spain","ESP","Lobster","SLO","common spiny lobster","Palinurus elephas",100,0,0,0
1952,47,"St. Helena","SHN","Lobster","LBT","tristan da cunha rock lobster","Jasus tristani",400,0,0,0
1952,27,"Sweden","SWE","Lobster","LBE","european lobster","Homarus gammarus",200,0,0,0
1952,27,"Sweden","SWE","Lobster","NEP","norway lobster","Nephrops norvegicus",400,0,0,0
1952,27,"Sweden","SWE","Salmon","SAL","atlantic salmon","Salmo salar",800,0,0,0
1952,61,"Taiwan","TWN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",100,0,0,0
1952,31,"Turks & Caicos Islands","TCA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1952,27,"United Kingdom","GBR","Lobster","LBE","european lobster","Homarus gammarus",900,0,0,0
1952,27,"United Kingdom","GBR","Salmon","SAL","atlantic salmon","Salmo salar",1700,0,0,0
1952,77,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",4626,0,0,0
1952,67,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",13874,0,0,0
1952,67,"United States","USA","Salmon","CHU","chum salmon","Oncorhynchus keta",35100,0,0,0
1952,77,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",669,0,0,0
1952,67,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",19431,0,0,0
1952,21,"United States","USA","Lobster","LBA","american lobster","Homarus americanus",11354,0,0,0
1952,67,"United States","USA","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",36000,0,0,0
1952,31,"United States","USA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",731,0,0,0
1952,77,"United States","USA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",366,0,0,0
1952,67,"United States","USA","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",35000,0,0,0
1952,31,"Venezuela","VEN","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1952,51,"Yemen","YEM","Lobster","LOK","scalloped spiny lobster","Panulirus homarus",700,0,0,0
1952,61,NA,"SUN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",700,0,0,0
1952,61,NA,"SUN","Salmon","CHU","chum salmon","Oncorhynchus keta",44200,0,0,0
1952,61,NA,"SUN","Salmon","COH","coho salmon","Oncorhynchus kisutch",4600,0,0,0
1952,37,NA,"YUG","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1952,61,NA,"SUN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",57900,0,0,0
1952,27,NA,"SUN","Salmon","SAL","atlantic salmon","Salmo salar",1200,0,0,0
1952,61,NA,"SUN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",9200,0,0,0
1953,37,"Algeria","DZA","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1953,81,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",700,0,0,0
1953,57,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",3000,0,0,0
1953,57,"Australia","AUS","Lobster","LOA","australian spiny lobster","Panulirus cygnus",7100,0,0,0
1953,27,"Belgium","BEL","Lobster","NEP","norway lobster","Nephrops norvegicus",1000,0,0,0
1953,31,"Belize","BLZ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1953,31,"Bermuda","BMU","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,0
1953,41,"Brazil","BRA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",500,0,0,0
1953,67,"Canada","CAN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",6200,0,0,0
1953,67,"Canada","CAN","Salmon","CHU","chum salmon","Oncorhynchus keta",24700,0,0,0
1953,67,"Canada","CAN","Salmon","COH","coho salmon","Oncorhynchus kisutch",9600,0,0,0
1953,21,"Canada","CAN","Lobster","LBA","american lobster","Homarus americanus",21000,0,0,0
1953,67,"Canada","CAN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",27900,0,0,0
1953,21,"Canada","CAN","Salmon","SAL","atlantic salmon","Salmo salar",2100,0,0,0
1953,67,"Canada","CAN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",16000,0,0,0
1953,87,"Chile","CHL","Lobster","LOQ","craylets, squat lobsters","Galatheidae",900,0,0,0
1953,31,"Colombia","COL","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1953,31,"Cuba","CUB","Lobster","SLC","caribbean spiny lobster","Panulirus argus",1000,0,0,0
1953,27,"Denmark","DNK","Lobster","LBE","european lobster","Homarus gammarus",100,0,0,0
1953,27,"Denmark","DNK","Lobster","NEP","norway lobster","Nephrops norvegicus",600,0,0,0
1953,27,"Denmark","DNK","Salmon","SAL","atlantic salmon","Salmo salar",900,0,0,0
1953,27,"Finland","FIN","Salmon","SAL","atlantic salmon","Salmo salar",400,0,0,0
1953,34,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",500,0,0,0
1953,27,"France","FRA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",800,0,0,0
1953,27,"France","FRA","Lobster","LBE","european lobster","Homarus gammarus",400,0,0,0
1953,27,"France","FRA","Lobster","NEP","norway lobster","Nephrops norvegicus",5000,0,0,0
1953,51,"French Southern Territories","ATF","Lobster","JSP","st.paul rock lobster","Jasus paulensis",200,0,0,0
1953,27,"Germany","DEU","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,0
1953,27,"Germany","DEU","Salmon","SAL","atlantic salmon","Salmo salar",100,0,0,0
1953,57,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",100,0,0,0
1953,71,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",600,0,0,0
1953,27,"Ireland","IRL","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",100,0,0,0
1953,27,"Ireland","IRL","Lobster","LBE","european lobster","Homarus gammarus",200,0,0,0
1953,27,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",900,0,0,0
1953,37,"Italy","ITA","Lobster","NEP","norway lobster","Nephrops norvegicus",1000,0,0,0
1953,37,"Italy","ITA","Lobster","SLO","common spiny lobster","Palinurus elephas",400,0,0,0
1953,61,"Japan","JPN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",400,0,0,0
1953,4,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",1000,0,0,0
1953,61,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",10800,0,0,0
1953,61,"Japan","JPN","Salmon","COH","coho salmon","Oncorhynchus kisutch",3300,0,0,0
1953,61,"Japan","JPN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",1300,0,0,0
1953,4,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",300,0,0,0
1953,61,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",21300,0,0,0
1953,61,"Japan","JPN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",7200,0,0,0
1953,31,"Martinique","MTQ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,0
1953,27,"Netherlands","NLD","Lobster","NEP","norway lobster","Nephrops norvegicus",700,0,0,0
