"year","production_area","country","iso","source","species","common_name","sci_name","quantity","value","lobster","salmon","general_name"
1979,61,"Taiwan","TWN","Aquaculture","NUJ","Japanese spiny lobster","Panulirus japonicus",52,0,TRUE,FALSE,"Lobster"
1979,61,"Taiwan","TWN","Catches","LOJ","Longlegged spiny lobster","Panulirus longipes",81,NA,TRUE,FALSE,"Lobster"
1979,57,"Thailand","THA","Catches","THQ","Flathead lobster","Thenus orientalis",172,NA,TRUE,FALSE,"Lobster"
1979,71,"Thailand","THA","Catches","THQ","Flathead lobster","Thenus orientalis",1768,NA,TRUE,FALSE,"Lobster"
1979,37,"Tunisia","TUN","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",3,NA,TRUE,FALSE,"Lobster"
1979,37,"Tunisia","TUN","Catches","LBE","European lobster","Homarus gammarus",1,NA,TRUE,FALSE,"Lobster"
1979,37,"Turkey","TUR","Catches","LBE","European lobster","Homarus gammarus",3,NA,TRUE,FALSE,"Lobster"
1979,37,"Turkey","TUR","Catches","SLO","Common spiny lobster","Palinurus elephas",3,NA,TRUE,FALSE,"Lobster"
1979,31,"Turks & Caicos Islands","TCA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",323,NA,TRUE,FALSE,"Lobster"
1979,31,"U.S. Virgin Islands","VIR","Catches","SLC","Caribbean spiny lobster","Panulirus argus",74,NA,TRUE,FALSE,"Lobster"
1979,27,"United Kingdom","GBR","Aquaculture","SAL","Atlantic salmon","Salmo salar",520,0,FALSE,TRUE,"Salmon"
1979,27,"United Kingdom","GBR","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",43,NA,TRUE,FALSE,"Lobster"
1979,27,"United Kingdom","GBR","Catches","LBE","European lobster","Homarus gammarus",794,NA,TRUE,FALSE,"Lobster"
1979,27,"United Kingdom","GBR","Catches","NEP","Norway lobster","Nephrops norvegicus",18941,NA,TRUE,FALSE,"Lobster"
1979,5,"United Kingdom","GBR","Catches","SAL","Atlantic salmon","Salmo salar",387,NA,FALSE,TRUE,"Salmon"
1979,27,"United Kingdom","GBR","Catches","SAL","Atlantic salmon","Salmo salar",734,NA,FALSE,TRUE,"Salmon"
1979,67,"United States","USA","Aquaculture","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",500,0,FALSE,TRUE,"Salmon"
1979,77,"United States","USA","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",2229,NA,FALSE,TRUE,"Salmon"
1979,67,"United States","USA","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",12743,NA,FALSE,TRUE,"Salmon"
1979,67,"United States","USA","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",20768,NA,FALSE,TRUE,"Salmon"
1979,2,"United States","USA","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",1,NA,FALSE,TRUE,"Salmon"
1979,77,"United States","USA","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",142,NA,FALSE,TRUE,"Salmon"
1979,67,"United States","USA","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",17396,NA,FALSE,TRUE,"Salmon"
1979,21,"United States","USA","Catches","LBA","American lobster","Homarus americanus",16867,NA,TRUE,FALSE,"Lobster"
1979,67,"United States","USA","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",102889,NA,FALSE,TRUE,"Salmon"
1979,31,"United States","USA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",2699,NA,TRUE,FALSE,"Lobster"
1979,77,"United States","USA","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",159,NA,TRUE,FALSE,"Lobster"
1979,67,"United States","USA","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",86513,NA,FALSE,TRUE,"Salmon"
1979,31,"Venezuela","VEN","Catches","SLC","Caribbean spiny lobster","Panulirus argus",165,NA,TRUE,FALSE,"Lobster"
1979,51,"Yemen","YEM","Catches","LOK","Scalloped spiny lobster","Panulirus homarus",387,NA,TRUE,FALSE,"Lobster"
1979,61,NA,"SUN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",2408,NA,FALSE,TRUE,"Salmon"
1979,61,NA,"SUN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",23191,NA,FALSE,TRUE,"Salmon"
1979,61,NA,"SUN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",4060,NA,FALSE,TRUE,"Salmon"
1979,27,NA,"","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",4,NA,TRUE,FALSE,"Lobster"
1979,37,NA,"YUG","Catches","LBE","European lobster","Homarus gammarus",18,NA,TRUE,FALSE,"Lobster"
1979,27,NA,"","Catches","LBE","European lobster","Homarus gammarus",75,NA,TRUE,FALSE,"Lobster"
1979,37,NA,"YUG","Catches","NEP","Norway lobster","Nephrops norvegicus",328,NA,TRUE,FALSE,"Lobster"
1979,61,NA,"SUN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",97913,NA,FALSE,TRUE,"Salmon"
1979,7,NA,"SUN","Catches","SAL","Atlantic salmon","Salmo salar",455,NA,FALSE,TRUE,"Salmon"
1979,27,NA,"SUN","Catches","SAL","Atlantic salmon","Salmo salar",630,NA,FALSE,TRUE,"Salmon"
1979,71,NA,"SUN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",207,NA,TRUE,FALSE,"Lobster"
1979,51,NA,"SUN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",303,NA,TRUE,FALSE,"Lobster"
1979,61,NA,"SUN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",2884,NA,FALSE,TRUE,"Salmon"
1980,37,"Algeria","DZA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",60,NA,TRUE,FALSE,"Lobster"
1980,37,"Algeria","DZA","Catches","NEP","Norway lobster","Nephrops norvegicus",80,NA,TRUE,FALSE,"Lobster"
1980,77,"American Samoa","ASM","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",3,NA,TRUE,FALSE,"Lobster"
1980,31,"Anguilla","AIA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",90,NA,TRUE,FALSE,"Lobster"
1980,31,"Antigua & Barbuda","ATG","Catches","SLC","Caribbean spiny lobster","Panulirus argus",64,NA,TRUE,FALSE,"Lobster"
1980,81,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",263,NA,FALSE,TRUE,"Salmon"
1980,57,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",2443,NA,FALSE,TRUE,"Salmon"
1980,57,"Australia","AUS","Catches","JSN","Southern rock lobster","Jasus novaehollandiae",3580,NA,TRUE,FALSE,"Lobster"
1980,57,"Australia","AUS","Catches","LOA","Australian spiny lobster","Panulirus cygnus",10738,NA,TRUE,FALSE,"Lobster"
1980,81,"Australia","AUS","Catches","LOG","Green rock lobster","Jasus verreauxi",108,NA,TRUE,FALSE,"Lobster"
1980,57,"Australia","AUS","Catches","LOS","Slipper lobsters nei","Scyllaridae",26,NA,TRUE,FALSE,"Lobster"
1980,81,"Australia","AUS","Catches","LOS","Slipper lobsters nei","Scyllaridae",36,NA,TRUE,FALSE,"Lobster"
1980,71,"Australia","AUS","Catches","LOS","Slipper lobsters nei","Scyllaridae",247,NA,TRUE,FALSE,"Lobster"
1980,71,"Australia","AUS","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",30,NA,TRUE,FALSE,"Lobster"
1980,31,"Bahamas","BHS","Catches","SLC","Caribbean spiny lobster","Panulirus argus",2894,NA,TRUE,FALSE,"Lobster"
1980,51,"Bahrain","BHR","Catches","THQ","Flathead lobster","Thenus orientalis",5,NA,TRUE,FALSE,"Lobster"
1980,27,"Belgium","BEL","Catches","NEP","Norway lobster","Nephrops norvegicus",593,NA,TRUE,FALSE,"Lobster"
1980,31,"Belize","BLZ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",369,NA,TRUE,FALSE,"Lobster"
1980,31,"Bermuda","BMU","Catches","SLC","Caribbean spiny lobster","Panulirus argus",23,NA,TRUE,FALSE,"Lobster"
1980,31,"Bermuda","BMU","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",10,NA,TRUE,FALSE,"Lobster"
1980,41,"Brazil","BRA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",6218,NA,TRUE,FALSE,"Lobster"
1980,41,"Brazil","BRA","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",1805,NA,TRUE,FALSE,"Lobster"
1980,31,"British Virgin Islands","VGB","Catches","SLC","Caribbean spiny lobster","Panulirus argus",35,NA,TRUE,FALSE,"Lobster"
1980,34,"Cameroon","CMR","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",4,NA,TRUE,FALSE,"Lobster"
1980,21,"Canada","CAN","Aquaculture","SAL","Atlantic salmon","Salmo salar",27,0,FALSE,TRUE,"Salmon"
1980,67,"Canada","CAN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",6540,NA,FALSE,TRUE,"Salmon"
1980,67,"Canada","CAN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",16809,NA,FALSE,TRUE,"Salmon"
1980,67,"Canada","CAN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",9025,NA,FALSE,TRUE,"Salmon"
1980,21,"Canada","CAN","Catches","LBA","American lobster","Homarus americanus",20089,NA,TRUE,FALSE,"Lobster"
1980,67,"Canada","CAN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",13718,NA,FALSE,TRUE,"Salmon"
1980,21,"Canada","CAN","Catches","SAL","Atlantic salmon","Salmo salar",2362,NA,FALSE,TRUE,"Salmon"
1980,67,"Canada","CAN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",7727,NA,FALSE,TRUE,"Salmon"
1980,34,"Cape Verde","CPV","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",24,NA,TRUE,FALSE,"Lobster"
1980,87,"Chile","CHL","Aquaculture","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",64,0,FALSE,TRUE,"Salmon"
1980,87,"Chile","CHL","Catches","CZJ","Blue squat lobster","Cervimunida johni",1903,NA,TRUE,FALSE,"Lobster"
1980,87,"Chile","CHL","Catches","LOF","Juan Fernandez rock lobster","Jasus frontalis",17,NA,TRUE,FALSE,"Lobster"
1980,87,"Chile","CHL","Catches","PQG","Carrot squat lobster","Pleuroncodes monodon",1514,NA,TRUE,FALSE,"Lobster"
1980,31,"Colombia","COL","Catches","SLC","Caribbean spiny lobster","Panulirus argus",126,NA,TRUE,FALSE,"Lobster"
1980,51,"Comoros","COM","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",50,NA,TRUE,FALSE,"Lobster"
1980,34,"Congo - Brazzaville","COG","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",7,NA,TRUE,FALSE,"Lobster"
1980,31,"Costa Rica","CRI","Catches","SLC","Caribbean spiny lobster","Panulirus argus",25,NA,TRUE,FALSE,"Lobster"
1980,77,"Costa Rica","CRI","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",8,NA,TRUE,FALSE,"Lobster"
1980,31,"Cuba","CUB","Catches","SLC","Caribbean spiny lobster","Panulirus argus",10567,NA,TRUE,FALSE,"Lobster"
1980,37,"Cyprus","CYP","Catches","SLO","Common spiny lobster","Palinurus elephas",1,NA,TRUE,FALSE,"Lobster"
1980,27,"Denmark","DNK","Catches","LBE","European lobster","Homarus gammarus",14,NA,TRUE,FALSE,"Lobster"
1980,27,"Denmark","DNK","Catches","NEP","Norway lobster","Nephrops norvegicus",2208,NA,TRUE,FALSE,"Lobster"
1980,27,"Denmark","DNK","Catches","SAL","Atlantic salmon","Salmo salar",1133,NA,FALSE,TRUE,"Salmon"
1980,51,"Djibouti","DJI","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",5,NA,TRUE,FALSE,"Lobster"
1980,31,"Dominican Republic","DOM","Catches","SLC","Caribbean spiny lobster","Panulirus argus",166,NA,TRUE,FALSE,"Lobster"
1980,87,"Ecuador","ECU","Catches","NUG","Green spiny lobster","Panulirus gracilis",250,NA,TRUE,FALSE,"Lobster"
1980,27,"Faroe Islands","FRO","Aquaculture","SAL","Atlantic salmon","Salmo salar",22,0,FALSE,TRUE,"Salmon"
1980,27,"Faroe Islands","FRO","Catches","NEP","Norway lobster","Nephrops norvegicus",69,NA,TRUE,FALSE,"Lobster"
1980,27,"Faroe Islands","FRO","Catches","SAL","Atlantic salmon","Salmo salar",553,NA,FALSE,TRUE,"Salmon"
1980,71,"Fiji","FJI","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",22,NA,TRUE,FALSE,"Lobster"
1980,27,"Finland","FIN","Aquaculture","SAL","Atlantic salmon","Salmo salar",251,0,FALSE,TRUE,"Salmon"
1980,5,"Finland","FIN","Catches","SAL","Atlantic salmon","Salmo salar",213,NA,FALSE,TRUE,"Salmon"
1980,27,"Finland","FIN","Catches","SAL","Atlantic salmon","Salmo salar",599,NA,FALSE,TRUE,"Salmon"
1980,5,"France","FRA","Aquaculture","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",95,0,FALSE,TRUE,"Salmon"
1980,27,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",91,NA,TRUE,FALSE,"Lobster"
1980,34,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",628,NA,TRUE,FALSE,"Lobster"
1980,37,"France","FRA","Catches","LBE","European lobster","Homarus gammarus",7,NA,TRUE,FALSE,"Lobster"
1980,27,"France","FRA","Catches","LBE","European lobster","Homarus gammarus",337,NA,TRUE,FALSE,"Lobster"
1980,37,"France","FRA","Catches","NEP","Norway lobster","Nephrops norvegicus",1,NA,TRUE,FALSE,"Lobster"
1980,27,"France","FRA","Catches","NEP","Norway lobster","Nephrops norvegicus",10255,NA,TRUE,FALSE,"Lobster"
1980,37,"France","FRA","Catches","PSL","Pink spiny lobster","Palinurus mauritanicus",2,NA,TRUE,FALSE,"Lobster"
1980,27,"France","FRA","Catches","SAL","Atlantic salmon","Salmo salar",23,NA,FALSE,TRUE,"Salmon"
1980,5,"France","FRA","Catches","SAL","Atlantic salmon","Salmo salar",29,NA,FALSE,TRUE,"Salmon"
1980,37,"France","FRA","Catches","SLO","Common spiny lobster","Palinurus elephas",73,NA,TRUE,FALSE,"Lobster"
1980,77,"French Polynesia","PYF","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",1,NA,TRUE,FALSE,"Lobster"
1980,51,"French Southern Territories","ATF","Catches","JSP","St.Paul rock lobster","Jasus paulensis",543,NA,TRUE,FALSE,"Lobster"
1980,34,"Gambia","GMB","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",88,NA,TRUE,FALSE,"Lobster"
1980,27,"Germany","DEU","Catches","NEP","Norway lobster","Nephrops norvegicus",47,NA,TRUE,FALSE,"Lobster"
1980,27,"Germany","DEU","Catches","SAL","Atlantic salmon","Salmo salar",48,NA,FALSE,TRUE,"Salmon"
1980,34,"Ghana","GHA","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",109,NA,TRUE,FALSE,"Lobster"
1980,37,"Greece","GRC","Catches","NEP","Norway lobster","Nephrops norvegicus",692,NA,TRUE,FALSE,"Lobster"
1980,27,"Greenland","GRL","Catches","SAL","Atlantic salmon","Salmo salar",1,NA,FALSE,TRUE,"Salmon"
1980,21,"Greenland","GRL","Catches","SAL","Atlantic salmon","Salmo salar",1192,NA,FALSE,TRUE,"Salmon"
1980,31,"Grenada","GRD","Catches","SLC","Caribbean spiny lobster","Panulirus argus",2,NA,TRUE,FALSE,"Lobster"
1980,77,"Guatemala","GTM","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",2,NA,TRUE,FALSE,"Lobster"
1980,31,"Haiti","HTI","Catches","SLC","Caribbean spiny lobster","Panulirus argus",200,NA,TRUE,FALSE,"Lobster"
1980,31,"Honduras","HND","Catches","SLC","Caribbean spiny lobster","Panulirus argus",2198,NA,TRUE,FALSE,"Lobster"
1980,77,"Honduras","HND","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",1,NA,TRUE,FALSE,"Lobster"
1980,27,"Iceland","ISL","Aquaculture","SAL","Atlantic salmon","Salmo salar",27,0,FALSE,TRUE,"Salmon"
1980,27,"Iceland","ISL","Catches","NEP","Norway lobster","Nephrops norvegicus",2398,NA,TRUE,FALSE,"Lobster"
1980,5,"Iceland","ISL","Catches","SAL","Atlantic salmon","Salmo salar",248,NA,FALSE,TRUE,"Salmon"
1980,57,"Indonesia","IDN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",86,NA,TRUE,FALSE,"Lobster"
1980,71,"Indonesia","IDN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",130,NA,TRUE,FALSE,"Lobster"
1980,27,"Ireland","IRL","Aquaculture","SAL","Atlantic salmon","Salmo salar",21,0,FALSE,TRUE,"Salmon"
1980,27,"Ireland","IRL","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",99,NA,TRUE,FALSE,"Lobster"
1980,27,"Ireland","IRL","Catches","LBE","European lobster","Homarus gammarus",285,NA,TRUE,FALSE,"Lobster"
1980,27,"Ireland","IRL","Catches","NEP","Norway lobster","Nephrops norvegicus",2484,NA,TRUE,FALSE,"Lobster"
1980,27,"Ireland","IRL","Catches","SAL","Atlantic salmon","Salmo salar",911,NA,FALSE,TRUE,"Salmon"
1980,27,"Isle of Man","IMN","Catches","LBE","European lobster","Homarus gammarus",2,NA,TRUE,FALSE,"Lobster"
1980,27,"Isle of Man","IMN","Catches","NEP","Norway lobster","Nephrops norvegicus",89,NA,TRUE,FALSE,"Lobster"
1980,34,"Italy","ITA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",123,NA,TRUE,FALSE,"Lobster"
1980,37,"Italy","ITA","Catches","NEP","Norway lobster","Nephrops norvegicus",1691,NA,TRUE,FALSE,"Lobster"
1980,37,"Italy","ITA","Catches","SLO","Common spiny lobster","Palinurus elephas",608,NA,TRUE,FALSE,"Lobster"
1980,51,"Italy","ITA","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",685,NA,TRUE,FALSE,"Lobster"
1980,61,"Japan","JPN","Aquaculture","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",1855,0,FALSE,TRUE,"Salmon"
1980,4,"Japan","JPN","Catches","CHE","Masu(=Cherry) salmon","Oncorhynchus masou",711,NA,FALSE,TRUE,"Salmon"
1980,61,"Japan","JPN","Catches","CHE","Masu(=Cherry) salmon","Oncorhynchus masou",2719,NA,FALSE,TRUE,"Salmon"
1980,61,"Japan","JPN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",2484,NA,FALSE,TRUE,"Salmon"
1980,4,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",9207,NA,FALSE,TRUE,"Salmon"
1980,61,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",87713,NA,FALSE,TRUE,"Salmon"
1980,61,"Japan","JPN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",1779,NA,FALSE,TRUE,"Salmon"
1980,61,"Japan","JPN","Catches","LOJ","Longlegged spiny lobster","Panulirus longipes",1065,NA,TRUE,FALSE,"Lobster"
1980,4,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",96,NA,FALSE,TRUE,"Salmon"
1980,61,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",20005,NA,FALSE,TRUE,"Salmon"
1980,4,"Japan","JPN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",111,NA,FALSE,TRUE,"Salmon"
1980,61,"Japan","JPN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",5959,NA,FALSE,TRUE,"Salmon"
1980,51,"Kenya","KEN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",344,NA,TRUE,FALSE,"Lobster"
1980,51,"Madagascar","MDG","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",54,NA,TRUE,FALSE,"Lobster"
1980,57,"Malaysia","MYS","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",2,NA,TRUE,FALSE,"Lobster"
1980,31,"Martinique","MTQ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",104,NA,TRUE,FALSE,"Lobster"
1980,34,"Mauritania","MRT","Catches","VLO","Spiny lobsters nei","Palinuridae",4,NA,TRUE,FALSE,"Lobster"
1980,51,"Mauritius","MUS","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",36,NA,TRUE,FALSE,"Lobster"
1980,31,"Mexico","MEX","Catches","SLC","Caribbean spiny lobster","Panulirus argus",689,NA,TRUE,FALSE,"Lobster"
1980,77,"Mexico","MEX","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",1841,NA,TRUE,FALSE,"Lobster"
1980,71,"Micronesia (Federated States of)","FSM","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",5,NA,TRUE,FALSE,"Lobster"
1980,37,"Morocco","MAR","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",1,NA,TRUE,FALSE,"Lobster"
1980,34,"Morocco","MAR","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",21,NA,TRUE,FALSE,"Lobster"
1980,34,"Morocco","MAR","Catches","LBE","European lobster","Homarus gammarus",24,NA,TRUE,FALSE,"Lobster"
1980,34,"Morocco","MAR","Catches","NEP","Norway lobster","Nephrops norvegicus",951,NA,TRUE,FALSE,"Lobster"
1980,51,"Mozambique","MOZ","Catches","VLO","Spiny lobsters nei","Palinuridae",250,NA,TRUE,FALSE,"Lobster"
1980,47,"Namibia","NAM","Catches","LBC","Cape rock lobster","Jasus lalandii",1500,NA,TRUE,FALSE,"Lobster"
1980,27,"Netherlands","NLD","Catches","NEP","Norway lobster","Nephrops norvegicus",21,NA,TRUE,FALSE,"Lobster"
1980,71,"New Caledonia","NCL","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",5,NA,TRUE,FALSE,"Lobster"
1980,81,"New Zealand","NZL","Catches","ASA","Australian salmon","Arripis trutta",3265,NA,FALSE,TRUE,"Salmon"
1980,81,"New Zealand","NZL","Catches","LOG","Green rock lobster","Jasus verreauxi",40,NA,TRUE,FALSE,"Lobster"
1980,81,"New Zealand","NZL","Catches","LOR","Red rock lobster","Jasus edwardsii",4575,NA,TRUE,FALSE,"Lobster"
1980,77,"Nicaragua","NIC","Catches","NUG","Green spiny lobster","Panulirus gracilis",1,NA,TRUE,FALSE,"Lobster"
1980,31,"Nicaragua","NIC","Catches","SLC","Caribbean spiny lobster","Panulirus argus",1848,NA,TRUE,FALSE,"Lobster"
1980,27,"Norway","NOR","Aquaculture","SAL","Atlantic salmon","Salmo salar",4312,0,FALSE,TRUE,"Salmon"
1980,27,"Norway","NOR","Catches","LBE","European lobster","Homarus gammarus",84,NA,TRUE,FALSE,"Lobster"
1980,27,"Norway","NOR","Catches","NEP","Norway lobster","Nephrops norvegicus",21,NA,TRUE,FALSE,"Lobster"
1980,5,"Norway","NOR","Catches","SAL","Atlantic salmon","Salmo salar",338,NA,FALSE,TRUE,"Salmon"
1980,27,"Norway","NOR","Catches","SAL","Atlantic salmon","Salmo salar",1563,NA,FALSE,TRUE,"Salmon"
1980,51,"Pakistan","PAK","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",48,NA,TRUE,FALSE,"Lobster"
1980,31,"Panama","PAN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",290,NA,TRUE,FALSE,"Lobster"
1980,71,"Papua New Guinea","PNG","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",232,NA,TRUE,FALSE,"Lobster"
1980,87,"Peru","PER","Catches","NUG","Green spiny lobster","Panulirus gracilis",29,NA,TRUE,FALSE,"Lobster"
1980,71,"Philippines","PHL","Catches","LOS","Slipper lobsters nei","Scyllaridae",61,NA,TRUE,FALSE,"Lobster"
1980,71,"Philippines","PHL","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",958,NA,TRUE,FALSE,"Lobster"
1980,5,"Poland","POL","Catches","SAL","Atlantic salmon","Salmo salar",12,NA,FALSE,TRUE,"Salmon"
1980,27,"Poland","POL","Catches","SAL","Atlantic salmon","Salmo salar",70,NA,FALSE,TRUE,"Salmon"
1980,27,"Portugal","PRT","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",74,NA,TRUE,FALSE,"Lobster"
1980,27,"Portugal","PRT","Catches","LBE","European lobster","Homarus gammarus",26,NA,TRUE,FALSE,"Lobster"
1980,27,"Portugal","PRT","Catches","NEP","Norway lobster","Nephrops norvegicus",147,NA,TRUE,FALSE,"Lobster"
1980,27,"Portugal","PRT","Catches","SAL","Atlantic salmon","Salmo salar",6,NA,FALSE,TRUE,"Salmon"
1980,34,"Senegal","SEN","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",292,NA,TRUE,FALSE,"Lobster"
1980,51,"Seychelles","SYC","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",1,NA,TRUE,FALSE,"Lobster"
1980,34,"Sierra Leone","SLE","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",3,NA,TRUE,FALSE,"Lobster"
1980,71,"Singapore","SGP","Catches","LOS","Slipper lobsters nei","Scyllaridae",53,NA,TRUE,FALSE,"Lobster"
1980,71,"Singapore","SGP","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",23,NA,TRUE,FALSE,"Lobster"
1980,51,"Somalia","SOM","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",1800,NA,TRUE,FALSE,"Lobster"
1980,47,"South Africa","ZAF","Catches","LBC","Cape rock lobster","Jasus lalandii",6492,NA,TRUE,FALSE,"Lobster"
1980,51,"South Africa","ZAF","Catches","NEM","Mozambique lobster","Metanephrops mozambicus",286,NA,TRUE,FALSE,"Lobster"
1980,51,"South Africa","ZAF","Catches","SLN","Natal spiny lobster","Palinurus delagoae",156,NA,TRUE,FALSE,"Lobster"
1980,47,"South Africa","ZAF","Catches","SLS","Southern spiny lobster","Palinurus gilchristi",193,NA,TRUE,FALSE,"Lobster"
1980,27,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",118,NA,TRUE,FALSE,"Lobster"
1980,34,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",281,NA,TRUE,FALSE,"Lobster"
1980,21,"Spain","ESP","Catches","LBA","American lobster","Homarus americanus",1,NA,TRUE,FALSE,"Lobster"
1980,27,"Spain","ESP","Catches","LBE","European lobster","Homarus gammarus",206,NA,TRUE,FALSE,"Lobster"
1980,34,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",285,NA,TRUE,FALSE,"Lobster"
1980,37,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",437,NA,TRUE,FALSE,"Lobster"
1980,27,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",6351,NA,TRUE,FALSE,"Lobster"
1980,37,"Spain","ESP","Catches","SLO","Common spiny lobster","Palinurus elephas",44,NA,TRUE,FALSE,"Lobster"
1980,47,"St. Helena","SHN","Catches","LBT","Tristan da Cunha rock lobster","Jasus tristani",433,NA,TRUE,FALSE,"Lobster"
1980,27,"Sweden","SWE","Aquaculture","SAL","Atlantic salmon","Salmo salar",30,0,FALSE,TRUE,"Salmon"
1980,27,"Sweden","SWE","Catches","LBE","European lobster","Homarus gammarus",15,NA,TRUE,FALSE,"Lobster"
